uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fp,fp2,game,seas,year,team,posd,jnum,dcp,nflid
146219,4555,RA-1350,4,2,0,0,0,0,0,0,0,0,0,0,0,64,5,0,3,5,2017,SF,WILL,54,2,2541792
146220,4555,JT-0650,5,2,0,0,0,0,1,0,0,0,0,0,0,47,7,0,3,3,2017,SF,SS,29,2,2552391
146221,4555,RR-0925,3,3,0,0,0,0,0,0,0,0,0,0,13,63,4.5,0,3,2,2017,SF,LCB,33,1,2555546
146222,4555,KW-1550,5,2,0,0,0,0,0,0,0,0,0,0,0,40,6,0,3,4,2017,SF,NB,24,1,2550654
146223,4555,ML-2325,2,1,1,0,0,0,0,0,0,0,0,0,0,37,4.5,1,3,3,2017,LA,OLB,96,2,2553722
146224,4555,TS-1950,0,3,0,0,0,0,0,0,0,0,0,0,0,21,1.5,0,3,1,2017,LA,DT,92,2,2558199
146225,4555,TW-0160,1,1,0,0,0,0,0,0,1,0,0,0,0,28,3.5,0,3,6,2017,LA,NT,73,2,2535892
146226,4555,JW-0750,6,1,0,0,0,0,0,0,0,0,0,0,2,65,6.5,0,2,4,2017,SF,FS,25,1,2543741
146227,4555,RQ-0200,0,1,0,0,0,0,0,0,0,0,0,0,5,42,0.5,0,3,7,2017,LA,OLB,94,1,2495485
146228,4555,MF-1525,1,0,1,0,0,0,0,0,0,0,0,0,0,15,3,1,3,2,2017,LA,LDE,97,2,2556529
146229,4555,NB-0400,1,3,0,0,0,0,0,0,0,0,0,0,0,65,2.5,0,3,8,2017,SF,MIKE,53,1,2508088
146230,4555,EM-1200,3,1,0,0,0,0,0,0,0,0,0,0,0,49,3.5,0,3,8,2017,SF,NT,90,1,496822
146231,4555,TC-0370,2,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,3,5,2017,SF,RDE,95,1,2539224
146232,4555,TH-1650,1,0,0,0,0,0,1,0,0,0,0,0,0,33,2,0,1,3,2017,LA,LCB,32,3,2553536
146233,4555,ST-0525,1,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,3,1,2017,SF,RDE,94,2,2558018
146234,4555,BC-2750,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,2017,SF,MIKE,50,2,2550285
146235,4555,CD-0950,2,2,0,0,0,0,0,0,0,0,0,0,0,60,3,0,3,5,2017,LA,FS,38,2,2541135
146236,4555,CL-0987,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,2,2017,LA,ILB,58,2,2556593
146237,4555,EH-0150,1,1,0,0,0,0,0,0,0,0,0,0,0,26,1.5,0,3,3,2017,SF,SAM,57,1,2552494
146238,4555,AA-0562,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0.5,0,3,3,2017,SF,LDE,91,1,2552493
146239,4556,TG-0950,3,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,3,6,2017,JAC,FS,39,1,2532848
146240,4556,PP-0800,3,0,0,0,0,0,1,0,0,0,0,0,0,26,4,0,3,11,2017,JAC,MLB,51,1,2495712
146241,4556,DF-1481,2,0,1,0,0,0,0,0,0,0,0,0,0,28,4,1,3,3,2017,JAC,LDE,56,2,2553431
146242,4556,MP-1225,3,0,0,0,0,0,0,0,0,0,0,0,15,58,3,0,3,2,2017,BAL,NT,97,1,2556650
146243,4556,BC-0500,2,0,0,0,0,0,0,0,0,0,0,0,0,58,2,0,3,10,2017,BAL,LCB,24,1,4365
146244,4556,TJ-0950,3,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,3,5,2017,BAL,SS,23,1,2540164
146245,4556,BU-0150,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,0,3,4,2017,BAL,DE,96,1,2543765
146246,4556,LW-0700,3,0,0,0,0,0,0,0,0,0,0,0,5,28,3,0,3,9,2017,BAL,FS,21,2,81879
146247,4556,EW-0400,4,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,3,11,2017,BAL,FS,32,1,2495775
146248,4556,TS-2050,7,0,0,0,0,0,0,1,0,0,0,0,10,53,9,2,3,4,2017,JAC,WLB,50,1,2543711
146249,4556,KC-2325,2,0,0,0,0,0,1,0,0,0,0,0,0,23,3,0,3,2,2017,BAL,WLB,51,1,2555339
146250,4556,JS-4300,3,0,0,0,0,0,2,0,0,0,0,0,0,58,5,0,3,7,2017,BAL,RCB,22,1,2508107
146251,4556,YN-0100,2,0,0,0,0,0,0,0,0,0,0,0,15,39,2,0,3,2,2017,JAC,LDE,91,1,2555421
146252,4556,MJ-0030,1,1,0.5,0,0,0,0,0,0,0,0,0,0,29,2.5,0.5,3,6,2017,JAC,DT,97,1,2532873
146253,4556,CC-0200,2,1,0.5,0,0,0,0,0,1,0,0,0,0,32,5.5,0.5,3,10,2017,JAC,RDE,93,1,744
146254,4556,WH-0625,4,1,0,0,0,0,0,0,0,0,0,0,5,46,4.5,0,1,2,2017,BAL,DT,69,2,2555414
146255,4556,PO-0175,6,1,0,0,0,0,0,0,0,0,0,0,0,40,6.5,0,3,2,2017,BAL,WLB,48,2,2556642
146256,4556,TS-3500,2,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,3,15,2017,BAL,RUSH,55,1,2505660
146257,4556,CD-0650,3,0,0,0,0,0,0,0,0,0,0,0,5,48,3,0,3,3,2017,BAL,NT,94,2,2552280
146258,4556,CM-3250,8,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,3,4,2017,BAL,MLB,57,1,2543464
146259,4556,AB-2250,0,0,0,0,0,1,0,0,0,0,0,0,0,48,2,2,3,5,2017,JAC,RCB,21,1,2541162
146260,4556,MH-3742,0,0,0,0,0,0,2,0,0,0,0,0,29,23,2,0,3,1,2017,BAL,LCB,29,2,2558067
146261,4556,MJ-0015,4,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,3,2,2017,JAC,SLB,44,1,2555329
146262,4556,AC-2250,1,0,0,0,0,0,1,0,0,0,0,0,0,37,2,0,3,4,2017,JAC,RCB,22,2,2543501
146263,4556,TW-2350,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,1,2017,BAL,RUSH,56,3,2557841
146264,4556,JR-0150,2,0,0,0,0,1,0,0,0,0,0,0,0,48,4,2,3,2,2017,JAC,LCB,20,1,2555280
146265,4556,AJ-1150,2,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,3,5,2017,JAC,NT,95,1,2539230
146266,4556,SD-0531,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,0,2,2,2017,JAC,DT,92,2,2555241
146267,4556,DS-3125,2,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,3,1,2017,JAC,LDE,94,3,2557839
146268,4556,BC-1200,2,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,3,8,2017,JAC,SS,42,1,494259
146269,4556,CC-1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2017,BAL,FS,36,3,2558248
146270,4556,EA-0525,2,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,3,1,2017,JAC,NT,99,2,2559132
146271,4556,PT-0450,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,6,2017,JAC,FS,25,2,2535582
146272,4556,TP-0650,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,4,2017,JAC,LCB,37,2,2550659
146273,4556,BB-3290,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,2017,JAC,WLB,53,2,2558241
146274,4556,MJ-2700,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,3,2,2017,BAL,SLB,99,1,2555505
146275,4557,PW-1400,3,1,0,0,0,0,0,0,0,0,0,0,0,42,3.5,0,3,5,2017,DET,OLB,58,1,2541535
146276,4557,DS-2250,5,0,0,0,0,2,1,0,0,0,0,0,0,67,10,4,3,5,2017,DET,LCB,23,1,2540288
146277,4557,HN-0300,3,0,0,0,0,0,0,0,0,0,0,0,5,34,3,0,3,12,2017,DET,RDT,92,1,2506879
146278,4557,MK-0752,7,1,0,0,0,0,0,0,0,0,0,0,0,53,7.5,0,3,2,2017,DET,SS,35,2,2555315
146279,4557,NL-0250,1,1,0,0,0,0,0,0,0,0,0,0,22,41,1.5,0,3,4,2017,DET,RCB,24,1,2543872
146280,4557,CW-0850,1,1,0,0,0,0,0,0,0,0,0,0,0,32,1.5,0,3,5,2017,DET,LDE,90,1,2539232
146281,4557,TW-1750,7,0,0,0,0,0,0,0,0,0,0,0,0,68,7,0,3,6,2017,DET,OLB,59,1,2532986
146282,4557,JV-0025,1,0,1,0,0,0,0,0,0,0,0,0,0,15,3,1,3,1,2017,DET,LDE,78,2,2559310
146283,4557,GQ-0100,5,3,0,0,0,1,0,0,0,1,0,0,0,68,14.5,8,3,9,2017,DET,FS,27,1,71441
146284,4557,JA-0425,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,1,2017,DET,LCB,39,3,2558821
146285,4557,DT-1970,2,0,0,0,0,0,2,0,0,0,0,0,23,67,4,0,3,5,2017,ATL,RCB,21,1,2539334
146286,4557,GJ-0250,4,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,3,3,2017,ATL,DT,97,1,2552327
146287,4557,DJ-2450,6,1,0,0,0,0,1,0,0,0,0,0,15,68,7.5,0,3,2,2017,ATL,MLB,45,1,2555162
146288,4557,DC-0325,2,1,0,0,0,0,0,0,0,0,0,0,0,52,2.5,0,3,2,2017,ATL,WLB,59,1,2555255
146289,4557,RA-0650,6,0,0,0,0,0,2,0,0,0,0,0,0,68,8,0,3,5,2017,ATL,LCB,23,1,2539653
146290,4557,BP-1050,7,2,0,0,0,0,2,0,0,0,0,0,0,61,10,0,3,2,2017,ATL,RCB,34,2,2556445
146291,4557,NB-0200,2,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,1,7,2017,DET,MLB,43,2,2495262
146292,4557,AZ-0200,1,0,1,0,0,0,0,0,0,0,0,0,0,37,3,1,3,2,2017,DET,RDE,69,2,2555268
146293,4557,BR-0200,2,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,3,7,2017,ATL,LDE,50,1,2495218
146294,4557,JL-0750,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,3,1,2017,DET,RDT,98,2,2558124
146295,4557,DH-2150,3,2,0,0,0,0,0,0,0,0,0,0,6,28,4,0,3,5,2017,DET,LCB,31,2,2539237
146296,4557,RA-0675,2,1,0,0,0,0,0,0,0,0,0,0,0,55,2.5,0,3,4,2017,ATL,SS,37,1,2543850
146297,4557,KN-0125,4,1,0,0,0,0,0,0,0,0,0,0,0,68,4.5,0,3,2,2017,ATL,FS,22,1,2555543
146298,4557,CW-0750,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,3,2,2017,DET,FS,45,2,2556703
146299,4557,AR-1115,2,1,0,0,0,0,1,0,0,0,0,0,0,39,3.5,0,3,2,2017,DET,LDT,91,1,2555265
146300,4557,QD-0300,1,0,0,0,0,0,1,0,0,0,0,0,0,33,2,0,3,3,2017,DET,RCB,28,3,2552262
146301,4557,AC-1500,2,0,1,0,0,0,1,0,0,0,0,0,0,50,5,1,3,7,2017,ATL,LDE,99,2,2495140
146302,4557,DS-1760,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,3,6,2017,ATL,RDE,90,2,2532989
146303,4557,TM-2250,2,0,1,0,0,0,1,0,0,0,0,0,0,48,5,1,3,1,2017,ATL,LDE,98,3,2557872
146304,4557,JC-5560,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0.5,0,3,6,2017,ATL,DT,95,2,2532992
146305,4557,JV-0350,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0.5,0,1,5,2017,ATL,DT,94,2,2541760
146306,4557,DC-0400,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,9,2017,DET,FS,26,3,2507793
146307,4558,JS-3250,4,2,1,0,0,0,0,0,0,0,0,0,0,63,7,1,3,5,2017,IND,SLB,51,1,2539280
146308,4558,MF-0150,1,1,0,0,0,0,0,0,0,0,0,0,0,51,1.5,0,3,2,2017,IND,SS,41,1,2556429
146309,4558,JH-0840,1,1,0,0,0,0,0,0,0,0,0,0,0,38,1.5,0,3,5,2017,IND,DT,95,1,2540147
146310,4558,JB-4550,8,2,0,0,0,0,1,0,0,0,0,0,0,66,10,0,3,5,2017,IND,ILB,57,1,2539978
146311,4558,TC-2150,2,3,0,0,0,0,0,0,0,0,0,0,0,37,3.5,0,3,2,2017,CLE,DT,93,1,2556504
146312,4558,DK-0625,3,3,0,0,0,0,0,0,0,0,0,0,5,52,4.5,0,3,2,2017,CLE,S,26,1,2555540
146313,4558,JP-1975,4,1,0,0,0,0,0,0,0,0,0,0,34,66,4.5,0,3,1,2017,CLE,S,22,1,2557980
146314,4558,AM-2950,4,3,0,0,0,0,0,0,0,0,0,0,0,57,5.5,0,2,2,2017,IND,ILB,44,1,2555160
146315,4558,MH-3250,2,1,0,0,0,1,0,0,0,0,0,0,1,66,4.5,2,3,1,2017,IND,FS,29,2,2558060
146316,4558,JS-1025,5,3,0.5,0,0,0,0,0,0,0,0,0,0,66,7.5,0.5,3,2,2017,CLE,MLB,53,1,2555166
146317,4558,CK-0850,3,2,0.5,0,0,0,1,1,0,0,0,0,0,66,8,2.5,3,4,2017,CLE,WLB,58,1,2543720
146318,4558,PD-0450,1,4,0,0,0,0,1,0,0,0,0,0,0,66,4,0,1,4,2017,IND,RCB,35,4,2543811
146319,4558,MH-3750,0,0,0,0,0,0,1,0,0,0,0,0,0,31,1,0,3,5,2017,IND,LDE,94,2,2539310
146320,4558,JM-3950,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,3,4,2017,CLE,DT,98,2,2550230
146321,4558,JB-7650,2,1,0,0,0,0,0,0,1,0,0,0,15,40,4.5,0,3,2,2017,CLE,SLB,52,2,2556489
146322,4558,EO-0075,2,4,1,0,0,0,0,0,0,0,0,0,0,50,6,1,3,2,2017,CLE,DE,90,1,2555278
146323,4558,IC-0050,1,0,0,0,0,0,1,0,0,0,0,0,0,13,2,0,1,3,2017,CLE,S,24,2,2552605
146324,4558,DS-1850,3,4,0,0,0,0,0,0,0,0,0,0,0,30,5,0,3,3,2017,CLE,DT,55,1,2552325
146325,4558,JT-0850,2,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,3,5,2017,CLE,RCB,21,1,2539932
146326,4558,NO-0300,1,2,1,0,0,0,0,0,0,0,0,0,15,40,4,1,3,3,2017,CLE,DE,44,2,2552299
146327,4558,NH-0075,3,0,0,0,0,0,1,0,0,0,0,0,0,57,4,0,3,1,2017,IND,RCB,27,3,2558108
146328,4558,JM-2800,3,1,0,0,0,0,1,0,0,0,0,0,0,66,4.5,0,3,9,2017,CLE,LCB,30,1,89756
146329,4558,CN-0250,2,2,0,0,0,0,1,0,0,0,0,0,0,44,4,0,3,2,2017,CLE,DE,94,1,2555270
146330,4558,TB-0625,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,3,1,2017,IND,OLB,58,2,2558165
146331,4558,BB-1650,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2017,CLE,MLB,50,2,2559141
146332,4558,DB-6100,1,1,0,0,0,0,1,0,0,0,0,0,27,37,2.5,0,2,9,2017,IND,FS,20,1,79897
146333,4558,RM-3850,2,0,0,0,0,2,2,0,0,0,0,0,21,66,8,4,3,5,2017,IND,LCB,30,1,2541200
146334,4558,JG-1050,1,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,3,4,2017,IND,ILB,59,2,2543594
146335,4558,KM-2650,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,1,2017,IND,RCB,42,5,2558976
146336,4558,LO-0050,0,2,0,0,0,0,0,0,0,0,0,0,0,18,1,0,3,1,2017,CLE,DT,65,2,2557836
146337,4558,HA-0400,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0.5,0,3,3,2017,IND,LDE,96,1,2552272
146338,4558,BM-2850,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,3,5,2017,IND,SLB,52,2,2540140
146339,4559,TW-1725,6,1,0,0,0,1,3,0,0,0,0,0,1,65,11.5,2,3,1,2017,BUF,LCB,27,1,2557867
146340,4559,RH-3300,5,3,0,0,0,0,1,0,0,0,0,0,0,65,7.5,0,3,9,2017,BUF,WLB,50,1,2507644
146341,4559,PB-0750,3,7,0,0,0,0,0,0,0,0,0,0,0,65,6.5,0,3,4,2017,BUF,MLB,52,1,2543814
146342,4559,JP-4150,1,3,0,0,0,0,0,0,0,0,0,0,0,65,2.5,0,3,5,2017,BUF,FS,21,1,2539290
146343,4559,SB-0225,2,0,0,0,0,0,0,0,0,0,0,0,0,58,2,0,3,4,2017,DEN,SLB,48,1,2550541
146344,4559,VM-0300,6,0,1,0,0,0,0,0,0,0,0,0,15,55,8,1,3,7,2017,DEN,WLB,58,1,2495202
146345,4559,JS-3150,4,1,0,0,0,0,0,0,0,0,0,0,0,57,4.5,0,3,2,2017,DEN,SS,31,1,2555550
146346,4559,JH-5900,1,2,0,0,0,0,0,0,0,0,0,0,13,47,2,0,3,8,2017,BUF,RE,55,1,496796
146347,4559,MH-4000,3,2,0,0,0,0,1,0,0,0,0,0,15,65,5,0,3,5,2017,BUF,SS,23,1,2539240
146348,4559,BM-0330,5,5,1,0,0,0,0,0,0,0,0,0,0,57,9.5,1,3,6,2017,DEN,ILB,54,1,2532898
146349,4559,EG-0050,6,1,0,0,0,1,2,0,0,0,0,0,0,65,10.5,2,3,4,2017,BUF,RCB,28,1,2543823
146350,4559,LA-0200,1,1,1,0,0,0,0,0,0,0,0,0,0,41,3.5,1,3,13,2017,BUF,SLB,57,1,2506268
146351,4559,EY-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,3,2,2017,BUF,LE,75,2,2556714
146352,4559,CT-1300,1,1,0,0,0,0,0,0,0,0,0,0,0,37,1.5,0,3,7,2017,BUF,DT,91,3,2495356
146353,4559,WP-0125,1,0,0,0,0,0,0,0,0,0,0,0,15,27,1,0,3,2,2017,DEN,FS,34,2,2556278
146354,4559,TD-0725,5,5,1,0,0,0,0,0,0,0,0,0,0,41,9.5,1,3,4,2017,DEN,ILB,51,1,2550930
146355,4559,DS-4300,5,2,0,0,0,0,0,0,0,0,0,0,0,62,6,0,3,8,2017,DEN,FS,26,1,494307
146356,4559,SH-0150,1,1,1,0,0,0,0,0,0,0,0,0,0,29,3.5,1,3,4,2017,DEN,LDE,96,3,2549926
146357,4559,AT-0100,2,0,0,0,0,0,1,0,0,0,0,0,0,61,3,0,3,10,2017,DEN,LCB,21,1,1302
146358,4559,AG-1350,1,2,0,0,0,0,1,0,0,0,0,0,0,45,3,0,3,2,2017,DEN,RDE,99,1,2555502
146359,4559,DW-4250,2,1,0,0,0,0,0,0,0,0,0,0,0,51,2.5,0,3,6,2017,DEN,LDE,95,1,2533026
146360,4559,CH-1500,3,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,3,7,2017,DEN,RCB,25,1,2530510
146361,4559,DP-0900,0,3,0,0,0,0,0,0,0,0,0,0,4,35,1.5,0,3,12,2017,DEN,NT,94,1,2506925
146362,4559,JC-1175,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,1,2017,DEN,SS,20,2,2558096
146363,4559,BR-1050,3,1,0,0,0,0,1,0,0,0,0,0,0,30,4.5,0,3,4,2017,DEN,LCB,29,2,2543505
146364,4559,SL-0350,1,0,1,0,0,0,0,0,0,0,0,0,0,43,3,1,3,2,2017,BUF,LE,90,1,2555252
146365,4559,LJ-1150,2,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,3,6,2017,BUF,RCB,24,2,2532878
146366,4559,KW-1600,2,2,1,0,0,0,0,0,0,0,0,0,0,54,5,1,3,12,2017,BUF,DT,95,1,2506931
146367,4559,AW-0550,2,0,0,0,0,0,0,0,0,0,0,0,5,34,2,0,3,2,2017,BUF,DT,92,2,2555235
146368,4559,RD-0650,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0.5,0,3,6,2017,BUF,RE,56,2,2534761
146369,4559,DL-0112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,2017,BUF,WLB,44,3,2541848
146370,4559,ZK-0300,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0.5,0,1,4,2017,DEN,LDE,92,2,2550575
146371,4560,AB-4000,1,2,0,0,0,0,0,0,0,0,0,0,0,46,2,0,3,1,2017,NE,DT,70,2,2558924
146372,4560,TF-0750,2,4,1,0,0,0,0,0,0,0,0,0,0,65,6,1,3,3,2017,NE,RDE,98,1,2552278
146373,4560,JW-1100,3,2,0,0,0,0,0,0,0,0,0,0,0,58,4,0,3,7,2017,HOU,LDE,99,1,2495488
146374,4560,JB-1250,2,1,0,0,0,0,0,0,0,0,0,0,5,20,2.5,0,1,5,2017,HOU,RCB,0,3,2539262
146375,4560,KJ-0100,4,2,0,0,0,0,1,0,0,0,0,0,5,63,6,0,3,8,2017,HOU,RCB,25,2,496735
146376,4560,MB-3875,0,4,0,0,0,0,0,0,0,0,0,0,0,46,2,0,3,3,2017,NE,DT,90,1,2552483
146377,4560,SG-0650,4,0,0,0,0,1,0,0,0,0,0,0,49,60,6,2,3,6,2017,NE,RCB,24,1,2533062
146378,4560,ER-0250,4,5,0,0,0,0,0,0,0,0,0,0,0,57,6.5,0,3,2,2017,NE,MLB,52,2,2556119
146379,4560,WM-0550,4,1,1,0,0,0,0,0,1,0,0,0,0,65,8.5,1,3,6,2017,HOU,SLB,59,1,2533049
146380,4560,KV-0075,6,5,0,0,0,0,0,0,0,0,0,0,5,65,8.5,0,3,4,2017,NE,SLB,53,1,543699
146381,4560,PC-0300,1,1,0,0,0,0,0,0,0,0,0,0,0,52,1.5,0,3,9,2017,NE,SS,23,1,71251
146382,4560,BM-1450,2,3,0,0,0,0,0,0,0,0,0,0,5,65,3.5,0,3,3,2017,HOU,RILB,55,1,2552490
146383,4560,JC-3350,2,3,2,0,0,0,0,1,0,1,0,0,5,55,15.5,10,3,4,2017,HOU,OLB,90,1,2543456
146384,4560,AH-0250,3,1,0,0,0,0,1,0,1,0,0,0,0,64,6.5,0,3,4,2017,HOU,FS,29,1,2543874
146385,4560,ZC-0300,3,4,0,0,0,0,0,0,0,0,0,0,0,51,5,0,3,1,2017,HOU,RILB,41,2,2558094
146386,4560,DM-1300,8,2,0,0,0,0,0,0,0,0,0,0,0,65,9,0,3,8,2017,NE,FS,32,1,494287
146387,4560,CM-0250,3,1,1,0,0,0,0,0,1,0,0,0,0,31,7.5,1,3,4,2017,NE,RDE,55,2,2543868
146388,4560,MB-5250,2,1,0,0,0,0,0,0,0,0,0,0,0,65,2.5,0,3,4,2017,NE,LCB,21,1,2550613
146389,4560,MF-0700,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,1,4,2017,NE,WLB,59,3,2549896
146390,4560,LG-1000,1,2,0,0,0,0,0,0,0,0,0,0,0,51,2,0,3,7,2017,NE,LDE,93,1,2495481
146391,4560,CC-4550,3,0,1,0,0,0,0,0,1,0,0,0,0,16,7,1,3,3,2017,HOU,RDE,95,2,2552602
146392,4560,DR-0625,0,3,0,0,0,0,0,0,0,0,0,0,0,32,1.5,0,3,2,2017,HOU,NT,98,1,2555388
146393,4560,EP-0550,0,3,0,0,0,0,0,0,0,0,0,0,0,32,1.5,0,3,6,2017,HOU,SS,35,2,2532928
146394,4560,CM-2850,2,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,3,3,2017,HOU,SS,43,1,2553817
146395,4560,JJ-5000,1,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,3,12,2017,HOU,LCB,24,1,2495872
146396,4560,JJ-4565,3,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,3,2,2017,NE,LCB,31,2,2556571
146397,4560,DH-1250,2,0,0,0,0,1,0,0,0,0,0,0,0,50,4,2,3,5,2017,NE,FS,30,2,2541243
146398,4560,DW-4150,0,2,0,0,0,0,1,0,0,0,0,0,0,36,2,0,3,1,2017,NE,DL,91,3,2558000
146399,4560,DC-2812,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0.5,0,3,1,2017,HOU,LILB,51,1,2559152
146400,4560,BS-0850,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,2,2017,HOU,OLB,57,2,2556673
146401,4560,MG-0600,1,2,1,0,0,0,1,0,1,0,0,0,0,29,7,1,3,7,2017,HOU,FS,40,2,2495153
146402,4561,MH-3735,2,4,0,0,0,0,0,1,0,0,0,0,5,62,6,2,2,3,2017,MIA,MLB,45,1,2552317
146403,4561,CW-0100,2,2,1,0,0,0,0,0,0,0,0,0,0,40,5,1,2,13,2017,MIA,LDE,91,1,2506314
146404,4561,NS-0800,3,1,0,0,0,0,0,0,1,0,0,0,0,54,5.5,0,2,8,2017,MIA,LDT,93,1,496861
146405,4561,BS-2300,8,0,1,0,0,0,0,0,0,0,0,0,0,63,10,1,3,7,2017,NYJ,LCB,41,1,2495343
146406,4561,JA-0150,2,0,1,0,0,0,1,0,0,0,0,0,15,54,5,1,3,1,2017,NYJ,SS,33,1,2557979
146407,4561,DR-1950,7,0,0,0,0,0,1,0,0,0,0,0,0,60,8,0,3,3,2017,NYJ,RCB,27,2,2553353
146408,4561,CA-0550,7,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,2,1,2017,MIA,SLB,59,1,2559043
146409,4561,BM-0600,4,0,0,0,0,0,0,0,1,0,0,0,0,52,6,0,2,7,2017,MIA,LCB,41,1,2495310
146410,4561,DG-1275,1,0,0,0,0,0,0,0,0,0,0,0,10,35,1,0,2,1,2017,MIA,LDT,56,2,2558012
146411,4561,KA-0750,5,3,0,0,0,0,0,0,0,0,0,0,0,63,6.5,0,2,5,2017,MIA,WLB,47,1,2539935
146412,4561,XH-0100,4,0,0,0,0,0,1,0,0,0,0,0,11,62,5,0,2,2,2017,MIA,RCB,25,1,2555539
146413,4561,VT-0162,1,2,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,1,2017,MIA,RDT,96,2,2558017
146414,4561,AB-2730,2,1,1,0,0,0,0,0,0,0,0,0,0,40,4.5,1,2,6,2017,MIA,RDE,50,1,2532801
146415,4561,NA-0100,2,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,2,8,2017,MIA,FS,29,1,2508043
146416,4561,LW-1350,1,1,0,0,0,0,0,0,0,0,0,0,0,49,1.5,0,3,3,2017,NYJ,LDE,92,1,2552486
146417,4561,DD-0250,11,1,0,0,0,0,1,0,0,0,0,0,0,63,12.5,0,3,6,2017,NYJ,ILB,56,1,2533008
146418,4561,DB-0950,3,0,1,0,0,0,0,0,0,0,0,0,0,16,5,1,3,5,2017,NYJ,OLB,0,2,2540277
146419,4561,RJ-2000,7,1,0,0,0,0,0,0,0,0,0,0,0,63,7.5,0,2,8,2017,MIA,SS,20,1,496739
146420,4561,MC-1350,0,0,0,0,0,0,1,0,0,0,0,0,5,53,1,0,3,6,2017,NYJ,RCB,21,1,2533059
146421,4561,WH-0300,1,0,0,0,0,0,0,0,0,0,0,0,5,24,1,0,2,10,2017,MIA,LDE,95,2,4483
146422,4561,MW-1800,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,3,7,2017,NYJ,RDE,96,1,2495490
146423,4561,JS-6050,1,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,2,6,2017,NYJ,ILB,51,2,2535867
146424,4561,DL-0550,2,0,0,0,0,0,0,0,0,0,0,0,15,54,2,0,3,2,2017,NYJ,ILB,58,1,2555322
146425,4561,SM-2200,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3,9,2017,NYJ,NT,99,1,2507590
