pid,psr,trg,loc,yds,comp,succ,spk,dfb
747742,JM-2900,JK-0250,SL,7,1,1,0,
747747,JM-2900,RA-1125,DM,0,0,0,0,
747749,JM-2900,JK-1000,SM,10,1,1,0,
747751,JM-2900,AS-0550,SR,0,0,0,0,
747755,JC-6200,JT-2000,SL,5,1,1,0,
747756,JC-6200,KS-2350,DR,17,1,1,0,
747757,JC-6200,JA-0450,SR,4,1,1,0,
747758,JC-6200,JL-0215,SR,8,1,1,0,
747759,JC-6200,JT-2000,SL,4,1,1,0,
747761,JC-6200,JL-0215,SL,11,1,1,0,
747762,JC-6200,KS-2350,DR,0,0,0,0,
747763,JC-6200,LC-0150,SR,0,0,0,0,
747764,JC-6200,JA-0450,SL,0,0,0,0,
747765,JC-6200,JL-0215,DR,0,0,0,0,MC-1350
747770,JM-2900,AS-0550,SR,0,1,0,0,
747772,JC-6200,KS-2350,DR,17,1,1,0,
747773,JC-6200,JG-2950,SR,12,1,1,0,
747774,JC-6200,KD-1462,SR,0,0,0,0,
747776,JC-6200,JL-0215,SM,7,1,0,0,
747777,JC-6200,DP-0350,SM,4,1,0,0,
747780,JC-6200,JL-0215,SM,0,0,0,0,DD-0250
747781,JC-6200,KS-2350,SL,0,0,0,0,
747783,JC-6200,KD-1462,SR,2,1,0,0,
747784,JC-6200,DP-0350,SR,13,1,1,0,
747785,JC-6200,DP-0350,SR,8,1,1,0,
747786,JC-6200,JL-0215,SM,0,0,0,0,
747792,JC-6200,DP-0350,SR,14,1,1,0,
747793,JC-6200,DP-0350,DR,26,1,1,0,
747794,JC-6200,DP-0350,SR,9,1,1,0,
747795,JC-6200,JL-0215,SL,15,1,1,0,
747796,JC-6200,KS-2350,DL,0,0,0,0,
747799,JC-6200,DP-0350,SL,3,1,1,0,
747802,CN-0500,CM-1225,SL,7,1,1,0,
747804,CN-0500,CM-1225,SR,4,1,1,0,
747812,CN-0500,KB-0950,SR,4,1,1,0,
747818,DB-3800,MT-0875,SL,6,1,1,0,
747820,DB-3800,MI-0100,SL,0,0,0,0,
747822,DB-3800,MT-0875,SM,16,1,1,0,
747825,DB-3800,MT-0875,SR,11,1,1,0,
747826,DB-3800,MH-3300,DL,0,0,0,0,
747828,DB-3800,MT-0875,SR,12,1,1,0,
747830,DB-3800,MT-0875,SR,5,1,1,0,
747833,CN-0500,KB-0950,SL,4,1,1,0,
747838,CN-0500,CM-1225,SR,4,1,0,0,
747840,CN-0500,CS-0050,SL,-2,1,0,0,
747843,DB-3800,MI-0100,SR,25,1,1,0,
747844,DB-3800,AK-0050,SR,0,0,0,0,
747845,DB-3800,TG-0900,DR,0,0,0,0,
747846,DB-3800,AK-0050,SL,-2,1,0,0,
747849,CN-0500,CM-1225,SL,0,0,0,0,
747851,CN-0500,DF-2200,SR,0,0,0,0,
747853,DB-3800,AP-0700,SM,1,1,0,0,
747854,DB-3800,MT-0875,SR,11,1,1,0,
747855,DB-3800,BC-1850,SR,11,1,1,0,
747859,CN-0500,JS-6700,SL,0,0,0,0,
747860,CN-0500,DF-2200,SL,0,0,0,0,
747863,DB-3800,TL-0825,SL,13,1,1,0,
747864,DB-3800,TL-0825,SR,3,1,0,0,
747870,DB-3800,MI-0100,SR,0,0,0,0,
747873,DB-3800,AK-0050,SL,0,1,0,0,
747875,DB-3800,AK-0050,SR,7,1,1,0,
747877,DB-3800,AK-0050,DR,0,0,0,0,
747878,DB-3800,CF-0650,DR,21,1,1,0,
747880,DB-3800,TG-0900,DL,40,1,1,0,
747883,CN-0500,CM-1225,SM,9,1,1,0,
747884,CN-0500,DF-2200,SL,0,0,0,0,KC-2550
747886,CN-0500,DF-2200,SR,9,1,1,0,
747887,CN-0500,CM-1225,SR,11,1,1,0,
747889,CN-0500,DF-2200,DL,0,0,0,0,
747890,CN-0500,CS-0050,SL,7,1,0,0,
747893,DB-3800,JH-4070,SR,3,1,0,0,
747894,DB-3800,MT-0875,SL,0,0,0,0,LK-0600
747897,CN-0500,DF-2200,SL,19,1,1,0,
747899,CN-0500,CM-1225,DL,37,1,1,0,
747900,CN-0500,DF-2200,DR,21,1,1,0,
747901,CN-0500,CM-1225,SM,11,1,1,0,
747905,DB-3800,TG-0900,SR,4,1,1,0,
747906,DB-3800,MT-0875,DL,26,1,1,0,
747910,DB-3800,AP-0700,SR,3,1,0,0,
747911,DB-3800,TL-0825,SL,-1,1,0,0,
747914,CN-0500,JS-6700,SR,4,1,1,0,
747915,CN-0500,DB-6375,SL,0,0,0,0,KC-2550
747916,CN-0500,CM-1225,SR,0,0,0,0,KV-0050
747921,CN-0500,CM-1225,SL,14,1,1,0,
747922,CN-0500,CM-1225,SL,4,1,1,0,
747924,CN-0500,DF-2200,SM,0,0,0,0,
747926,DB-3800,MI-0100,SL,5,1,0,0,
747931,DA-1300,CS-0050,SL,0,0,0,0,
747932,DA-1300,RS-0975,SL,0,0,0,0,
747933,DA-1300,CS-0050,SL,0,0,0,0,
747941,DA-1300,DF-2200,SL,9,1,1,0,
747942,DA-1300,DF-2200,DL,0,0,0,0,
747943,DA-1300,ED-0400,SR,8,1,1,0,
747944,DA-1300,CS-0050,DR,0,0,0,0,
747949,CW-1425,AJ-0430,SL,12,1,0,0,
747951,EM-0200,PP-0350,SR,6,1,1,0,
747953,EM-0200,BM-0300,SR,6,1,1,0,
747954,EM-0200,SS-1250,SL,-1,1,0,0,
747955,EM-0200,BM-0300,SL,7,1,1,0,
747957,EM-0200,OB-0075,SL,2,1,0,0,
747958,EM-0200,OB-0075,SL,0,0,0,0,
747962,CW-1425,AJ-0430,SR,13,1,0,0,
747965,EM-0200,EE-0400,SR,7,1,1,0,
747966,EM-0200,SS-1250,SR,10,1,1,0,
747967,EM-0200,BM-0300,SM,8,1,1,0,
747972,CW-1425,ZE-0100,SR,8,1,1,0,
747975,CW-1425,TS-2300,SR,0,0,0,0,
747980,CW-1425,NA-0050,SR,11,1,1,0,
747984,CW-1425,TB-3950,SL,8,1,1,0,
747986,CW-1425,NA-0050,SL,0,0,0,0,
747992,EM-0200,OB-0075,SR,14,1,1,0,
747993,EM-0200,SS-1250,SL,11,1,1,0,
747994,EM-0200,BM-0300,DL,0,0,0,0,
747996,CW-1425,ZE-0100,SR,5,1,0,0,
747998,CW-1425,TS-2300,SR,6,1,1,0,
747999,CW-1425,ZE-0100,SR,8,1,1,0,
748003,CW-1425,AJ-0430,DL,0,0,0,0,
748005,CW-1425,ZE-0100,SR,0,0,0,0,
748008,EM-0200,BM-0300,SL,0,0,0,0,
748009,EM-0200,OB-0075,SR,9,1,1,0,
748010,EM-0200,BM-0300,SL,0,0,0,0,PR-0400
748012,EM-0200,EE-0400,SM,8,1,1,0,
748014,EM-0200,SS-1250,SM,19,1,1,0,
748015,EM-0200,OB-0075,SL,8,1,1,0,
748016,EM-0200,SS-1250,SR,1,1,0,0,
748017,EM-0200,SS-1250,SL,0,0,0,0,
748021,EM-0200,EE-0400,SR,0,0,0,0,BG-1200
748022,EM-0200,EE-0400,SM,0,0,0,0,MK-0730
748023,EM-0200,PP-0350,SR,2,1,0,0,
748027,CW-1425,TB-3950,SR,-1,1,0,0,
748028,CW-1425,AJ-0430,SL,12,1,1,0,
748031,CW-1425,TS-2300,SL,1,1,0,0,
748033,EM-0200,BM-0300,SL,4,1,1,0,
748034,EM-0200,OB-0075,SR,0,0,0,0,MK-0730
748038,CW-1425,ZE-0100,SM,9,1,0,0,
748042,CW-1425,ZE-0100,SM,0,0,0,0,
748043,CW-1425,ZE-0100,SM,3,1,1,0,
748047,EM-0200,OB-0075,SR,13,1,1,0,
748048,EM-0200,OB-0075,SR,6,1,1,0,
748049,EM-0200,OB-0075,SR,0,0,0,0,
748050,EM-0200,OB-0075,SR,13,1,1,0,
748051,EM-0200,EE-0400,SR,9,1,1,0,
748056,EM-0200,SS-1250,SR,0,0,0,0,JM-4850
748057,EM-0200,SS-1250,SM,0,0,0,0,PR-0400
748060,CW-1425,AJ-0430,SL,0,0,0,0,JJ-1550
748062,EM-0200,OD-0200,SL,11,1,1,0,
748063,EM-0200,BM-0300,SL,2,1,0,0,
748064,EM-0200,BM-0300,SL,14,1,1,0,
748065,EM-0200,BM-0300,SL,18,1,1,0,
748066,EM-0200,OB-0075,SR,10,1,1,0,
748069,CW-1425,ZE-0100,SR,4,1,0,0,
748070,EM-0200,BM-0300,SM,7,1,1,0,
748073,EM-0200,OB-0075,SL,4,1,1,0,
748078,CW-1425,NA-0050,SL,9,1,1,0,
748079,CW-1425,TB-3950,SR,0,0,0,0,
748081,CW-1425,AJ-0430,SL,0,0,0,0,JJ-1550
748084,EM-0200,SS-1250,SM,77,1,1,0,
748087,CW-1425,TS-2300,SM,8,1,1,0,
748088,CW-1425,TS-2300,SR,14,1,1,0,
748094,EM-0200,SV-0200,SL,15,1,1,0,
748097,EM-0200,SS-1250,DM,16,1,1,0,
748099,EM-0200,RL-0625,SR,6,1,1,0,
748102,EM-0200,OB-0075,SR,0,0,0,0,JM-4850
748105,CW-1425,WS-0650,SL,9,1,1,0,
748110,CW-1425,ZE-0100,SM,12,1,1,0,
748111,CW-1425,ZE-0100,SL,6,1,0,0,
748112,CW-1425,AJ-0430,SR,0,0,0,0,
748115,EM-0200,EE-0400,SR,7,1,1,0,
748118,EM-0200,SV-0200,SR,3,1,0,0,
748119,EM-0200,EE-0400,SM,14,1,0,0,
748121,CW-1425,WS-0650,SR,0,0,0,0,
748122,CW-1425,AJ-0430,DR,19,1,1,0,
748125,BR-1100,MB-4550,DR,0,0,0,0,
748127,BR-1100,JJ-0725,SR,0,0,0,0,
748130,MG-0850,TC-1975,SL,0,1,0,0,
748131,MG-0850,MW-1250,SR,0,0,0,0,JH-0100
748142,BR-1100,LB-0250,SL,7,1,1,0,
748144,BR-1100,AB-3500,SR,5,1,1,0,
748145,BR-1100,AB-3500,SR,0,0,0,0,
748155,BR-1100,MB-4550,SR,0,0,0,0,
748156,BR-1100,AB-3500,DR,0,0,0,0,
748157,BR-1100,JS-4750,SR,14,1,0,0,
748159,MG-0850,MB-5175,SL,0,0,0,0,
748164,MG-0850,JH-5575,SR,4,1,0,0,
748165,MG-0850,JH-5575,SR,10,1,0,0,
748167,BR-1100,AB-3500,SL,7,1,1,0,
748168,BR-1100,MB-4550,SR,13,1,1,0,
748169,BR-1100,AB-3500,SM,5,1,1,0,
748171,BR-1100,LB-0250,SL,9,1,1,0,
748174,BR-1100,JJ-0725,SR,14,1,1,0,
748175,BR-1100,JS-4750,DM,0,0,0,0,PA-0300
748177,BR-1100,AB-3500,SR,8,1,1,0,
748179,BR-1100,JS-4750,SR,0,0,0,0,
748180,BR-1100,AB-3500,SL,7,1,1,0,
748183,MG-0850,MW-1250,DL,0,0,0,0,AB-3875
748189,MG-0850,ZM-0250,DL,17,1,1,0,
748192,MG-0850,AS-0775,SL,2,1,1,0,
748195,BR-1100,AB-3500,DR,0,0,0,0,KF-0500
748196,BR-1100,MB-4550,DR,17,1,1,0,
748197,BR-1100,MB-4550,DR,0,0,0,0,PA-0300
748199,BR-1100,AB-3500,DR,22,1,1,0,
748200,BR-1100,AB-3500,DM,23,1,1,0,
748205,MG-0850,JH-5575,SR,2,1,0,0,
748207,MG-0850,ZM-0250,SM,0,0,0,0,WG-0500
748210,BR-1100,LB-0250,SM,4,1,1,0,
748211,BR-1100,AB-3500,SR,10,1,1,0,
748212,BR-1100,AB-3500,SL,10,1,1,0,
748213,BR-1100,JS-4750,SR,0,0,0,0,
748214,BR-1100,MB-4550,DR,0,0,0,0,
748215,BR-1100,JS-4750,SL,0,0,0,0,
748220,BR-1100,MB-4550,SR,0,0,0,0,MC-2570
748222,BR-1100,JJ-0725,SM,0,0,0,0,JT-2850
748230,MG-0850,TC-1975,SL,7,1,1,0,
748231,MG-0850,BC-3070,SL,4,1,1,0,
748233,MG-0850,TC-1975,SM,8,1,1,0,
748242,BR-1100,LB-0250,SL,12,1,1,0,
748244,BR-1100,JS-4750,SL,25,1,1,0,
748245,BR-1100,JJ-0725,SR,5,1,1,0,
748251,MG-0850,ZM-0250,SR,0,0,0,0,
748252,BR-1100,LB-0250,SR,0,0,0,0,
748254,BR-1100,MB-4550,SR,0,0,0,0,MC-2570
748257,MG-0850,JH-5575,SL,6,1,1,0,
748261,MG-0850,DT-1250,SR,9,1,0,0,
748265,BR-1100,LB-0250,SR,1,1,0,0,
748266,BR-1100,AB-3500,DR,0,0,0,0,KF-0500
748269,MG-0850,JH-5575,SM,4,1,0,0,
748270,MG-0850,BC-3070,SL,11,1,1,0,
748271,MG-0850,TC-1975,SM,9,1,1,0,
748273,MG-0850,DT-1250,SR,0,0,0,0,MM-3800
748274,MG-0850,,NL,0,0,0,0,
748275,MG-0850,BC-3070,SR,8,1,0,0,
748277,BR-1100,LB-0250,SL,4,1,1,0,
748278,BR-1100,AB-3500,SM,13,1,1,0,
748288,CK-0250,AT-0350,DL,45,1,1,0,
748290,CK-0250,DC-3550,SL,16,1,1,0,
748296,JW-5650,ME-0600,DL,17,1,1,0,
748297,JW-5650,CG-1425,DM,18,1,1,0,
748298,JW-5650,OH-0250,SR,12,1,1,0,
748300,JW-5650,ME-0600,SL,4,1,0,0,
748301,JW-5650,CB-2775,SL,-1,1,0,0,
748305,CK-0250,DC-3550,SM,7,1,1,0,
748307,CK-0250,SD-0537,DL,17,1,1,0,
748309,CK-0250,AT-0350,DL,0,0,0,0,
748310,CK-0250,SD-0537,DR,0,0,0,0,RS-2350
748312,JW-5650,DJ-0200,SR,12,1,1,0,
748314,JW-5650,ME-0600,SM,0,0,0,0,
748315,JW-5650,AH-3862,SL,0,0,0,0,
748319,CK-0250,SD-0537,SR,0,0,0,0,
748321,CK-0250,SD-0537,SR,4,1,1,0,
748323,CK-0250,SD-0537,DR,17,1,1,0,
748324,CK-0250,AT-0350,SR,9,1,1,0,
748326,CK-0250,KR-1200,DM,0,0,0,0,
748328,CK-0250,AT-0350,DL,19,1,1,0,
748330,CK-0250,SD-0537,SL,6,1,1,0,
748332,CK-0250,JW-6560,SR,2,1,1,0,
748339,CK-0250,SD-0537,SL,0,0,0,0,
748340,CK-0250,AT-0350,SL,11,1,1,0,
748343,CK-0250,JM-3450,SL,-4,1,0,0,
748344,CK-0250,LT-0862,SM,2,1,0,0,
748346,JW-5650,DJ-0200,DR,32,1,1,0,
748347,JW-5650,ME-0600,DL,0,0,0,0,
748348,JW-5650,AH-3862,SL,10,1,1,0,
748349,JW-5650,ME-0600,SR,10,1,1,0,
748350,JW-5650,DJ-0200,DM,0,0,0,0,
748352,CK-0250,DC-3550,SR,11,1,1,0,
748353,CK-0250,SD-0537,DM,47,1,1,0,
748356,CK-0250,SD-0537,DR,17,1,1,0,
748359,JW-5650,CB-2775,SR,1,1,0,0,
748360,JW-5650,AH-3862,DM,17,1,1,0,
748361,JW-5650,AH-3862,DR,0,0,0,0,
748362,JW-5650,DJ-0200,DL,0,0,0,0,
748363,JW-5650,AH-3862,SR,0,0,0,0,
748369,JW-5650,AH-3862,SL,0,0,0,0,
748372,CK-0250,SD-0537,SL,6,1,1,0,
748373,CK-0250,SD-0537,DR,59,1,1,0,
748377,JW-5650,AC-2450,SR,5,1,0,0,
748379,JW-5650,CB-2775,SR,18,1,1,0,
748381,JW-5650,DJ-0200,SM,15,1,1,0,
748382,JW-5650,CB-2775,SR,15,1,1,0,
748387,CK-0250,JM-3450,SL,3,1,1,0,
748391,CK-0250,AT-0350,SL,14,1,1,0,
748392,CK-0250,AT-0350,SR,0,0,0,0,
748393,CK-0250,CH-0525,SR,12,1,1,0,
748395,CK-0250,KR-1200,SL,4,1,1,0,
748397,CK-0250,AT-0350,SM,0,0,0,0,TW-0600
748402,JW-5650,ME-0600,SM,14,1,1,0,
748403,JW-5650,ME-0600,SL,6,1,1,0,
748404,JW-5650,ME-0600,SL,0,0,0,0,
748406,JW-5650,BR-0250,SR,6,1,1,0,
748407,JW-5650,AH-3862,SL,12,1,1,0,
748408,JW-5650,DJ-0200,DR,25,1,1,0,
748411,CK-0250,JW-6560,SR,0,0,0,0,
748413,CK-0250,JW-6560,SR,7,1,0,0,
748415,JW-5650,AH-3862,SR,15,1,1,0,
748416,JW-5650,ME-0600,SR,6,1,1,0,
748417,JW-5650,DJ-0200,SR,0,0,0,0,
748422,CK-0250,DC-3550,SL,2,1,0,0,
748426,JW-5650,ME-0600,SR,10,1,1,0,
748427,JW-5650,AH-3862,SL,8,1,1,0,
748428,JW-5650,CS-1950,SM,9,1,1,0,
748429,JW-5650,AH-3862,SL,6,1,1,0,
748430,JW-5650,CG-1425,SM,11,1,1,0,
748431,JW-5650,CG-1425,SL,15,1,1,0,
748432,JW-5650,ME-0600,SL,0,0,0,0,XR-0100
748433,JW-5650,ME-0600,DM,0,0,0,0,AS-0600
748436,CK-0250,DC-3550,SR,36,1,1,0,
748445,MM-0912,DW-0500,SR,0,0,0,0,
748446,MM-0912,DH-2450,SL,10,1,0,0,
748449,RW-3850,PR-0150,SL,0,0,0,0,BO-0400
748450,RW-3850,CP-2550,SL,8,1,0,0,
748454,MM-0912,EW-0500,SL,0,0,0,0,
748457,RW-3850,DB-0500,DL,0,0,0,0,
748458,RW-3850,JG-2900,SL,1,1,0,0,
748460,MM-0912,RM-1500,SM,0,0,0,0,JR-1025
748461,MM-0912,DW-0500,SL,0,0,0,0,
748462,MM-0912,RM-1500,DL,0,0,0,0,
748464,RW-3850,DB-0500,SR,13,1,1,0,
748467,RW-3850,DB-0500,SR,0,0,0,0,AJ-0050
748468,RW-3850,CP-2550,DR,0,0,0,0,
748469,RW-3850,DB-0500,SL,0,0,0,0,
748473,MM-0912,RM-1500,DL,0,0,0,0,
748479,MM-0912,DW-0500,SL,6,1,1,0,
748485,MM-0912,JS-4550,DL,0,0,0,0,
748486,MM-0912,ED-0200,DR,17,1,1,0,
748490,MM-0912,RM-1500,SL,7,1,0,0,
748491,MM-0912,ED-0200,DL,16,1,0,0,
748494,RW-3850,JG-2900,SR,0,0,0,0,KB-2850
748496,RW-3850,PR-0150,DL,0,0,0,0,LS-0950
748498,MM-0912,ED-0200,SL,5,1,1,0,
748500,MM-0912,RM-1500,SL,6,1,1,0,
748505,MM-0912,PS-0950,SL,3,1,0,0,
748506,MM-0912,DW-0500,SL,7,1,1,0,
748509,MM-0912,RM-1500,SR,0,0,0,0,RS-1000
748512,RW-3850,DB-0500,SR,2,1,0,0,
748517,MM-0912,TT-0150,SL,5,1,1,0,
748519,MM-0912,TT-0150,DR,0,0,0,0,
748521,RW-3850,DB-0500,DL,36,1,1,0,
748522,RW-3850,CP-2550,DL,46,1,1,0,
748523,RW-3850,DB-0500,SR,0,0,0,0,LR-0600
748524,RW-3850,JG-2900,SL,0,0,0,0,
748525,RW-3850,DB-0500,SR,4,1,1,0,
748528,MM-0912,DW-0500,SM,7,1,1,0,
748529,MM-0912,DW-0500,SR,11,1,1,0,
748530,MM-0912,RM-1500,SR,8,1,1,0,
748531,MM-0912,TT-0150,SL,11,1,1,0,
748532,MM-0912,RM-1500,SR,5,1,1,0,
748533,MM-0912,,NL,0,0,0,1,
748534,MM-0912,DM-4300,SR,5,1,1,0,
748539,RW-3850,DB-0500,SR,9,1,1,0,
748540,RW-3850,DB-0500,SL,9,1,1,0,
748543,RW-3850,JG-2900,SR,26,1,1,0,
748545,RW-3850,CC-0750,SM,10,1,1,0,
748552,MM-0912,RM-1500,SL,55,1,1,0,
748555,RW-3850,CP-2550,SL,0,0,0,0,
748557,RW-3850,DB-0500,SM,0,0,0,0,
748564,MM-0912,JS-4550,DR,24,1,1,0,
748568,RW-3850,DB-0500,SR,13,1,1,0,
748570,RW-3850,PR-0150,SL,0,0,0,0,
748571,RW-3850,LW-1450,SM,0,0,0,0,
748576,RW-3850,JG-2900,SR,8,1,1,0,
748578,RW-3850,DB-0500,SL,5,1,1,0,
748579,RW-3850,DB-0500,SR,7,1,1,0,
748580,RW-3850,DB-0500,SR,7,1,1,0,
748581,RW-3850,PR-0150,SL,0,0,0,0,
748582,RW-3850,PR-0150,DR,22,1,1,0,
748583,RW-3850,LW-1450,DR,27,1,1,0,
748587,MM-0912,RM-1500,SL,6,1,1,0,
748589,MM-0912,ED-0200,SL,11,1,1,0,
748592,MM-0912,ED-0200,SR,0,0,0,0,
748595,RW-3850,TL-1025,DL,16,1,1,0,
748597,RW-3850,JG-2900,SR,8,1,1,0,
748598,RW-3850,CP-2550,SR,11,1,1,0,
748599,RW-3850,LW-1450,SM,18,1,1,0,
748600,RW-3850,PR-0150,DL,0,0,0,0,BM-0800
748601,RW-3850,,NL,0,0,0,0,
748602,RW-3850,JG-2900,SL,5,1,0,0,
748603,RW-3850,JG-2900,DR,0,0,0,0,LR-0600
748607,MM-0912,DM-4300,SL,0,0,0,0,
748610,RW-3850,JG-2900,SR,11,1,1,0,
748611,RW-3850,CC-0750,SM,8,1,1,0,
748613,RW-3850,TL-1025,SM,0,0,0,0,LR-0600
748614,RW-3850,TL-1025,SR,14,1,1,0,
748615,RW-3850,JG-2900,SM,13,1,1,0,
748616,RW-3850,AD-0212,DR,0,0,0,0,AJ-0050
748617,RW-3850,LW-1450,SM,8,1,1,0,
748619,RW-3850,JG-2900,SM,0,0,0,0,
748620,RW-3850,PR-0150,SL,8,1,1,0,
748630,AD-0100,TK-0850,SM,13,1,1,0,
748632,AD-0100,AG-1500,SR,13,1,1,0,
748633,AD-0100,AG-1500,DR,0,0,0,0,
748634,AD-0100,JH-4025,SR,6,1,1,0,
748638,AD-0100,AG-1500,SM,10,1,1,0,
748644,AR-1300,DA-0212,SR,0,0,0,0,
748645,AR-1300,JN-0900,SM,9,1,1,0,
748646,AR-1300,DA-0212,SR,10,1,1,0,
748647,AR-1300,LK-0200,SR,1,1,1,0,
748650,AD-0100,AG-1500,SM,17,1,1,0,
748652,AD-0100,TK-0850,SR,14,1,1,0,
748658,AR-1300,DA-0212,SR,0,0,0,0,
748659,AR-1300,TM-3150,SL,-7,1,0,0,
748662,AD-0100,JM-5275,SR,9,1,0,0,
748663,AD-0100,JM-5275,SL,9,1,1,0,
748669,AD-0100,GB-0350,SL,6,1,1,0,
748672,AR-1300,DA-0212,DR,41,1,1,0,
748674,AR-1300,TM-3150,SR,4,1,0,0,
748675,AR-1300,JN-0900,SL,0,0,0,0,
748679,AR-1300,TM-3150,SL,4,1,0,0,
748687,AD-0100,AG-1500,SR,11,1,1,0,
748692,AR-1300,MB-1800,SL,1,1,0,0,
748694,AR-1300,JN-0900,DM,0,0,0,0,
748696,AD-0100,AG-1500,SR,2,1,0,0,
748697,AD-0100,GB-0350,SM,6,1,1,0,
748698,AD-0100,AG-1500,SR,0,0,0,0,
748700,AR-1300,GA-0250,SR,10,1,1,0,
748701,AR-1300,TM-3150,SR,0,0,0,0,
748702,AR-1300,GA-0250,DL,0,0,0,0,
748706,AR-1300,LK-0200,DR,51,1,1,0,
748707,AR-1300,MB-1800,SL,5,1,1,0,
748708,AR-1300,JN-0900,SL,6,1,1,0,
748714,AR-1300,JN-0900,SM,1,1,1,0,
748717,AD-0100,JM-5275,SL,21,1,1,0,
748719,AD-0100,AG-1500,DR,0,0,0,0,
748723,AR-1300,TM-3150,SR,2,1,0,0,
748726,AD-0100,TB-2075,SR,11,1,1,0,
748727,AD-0100,AG-1500,SR,11,1,1,0,
748729,AD-0100,TK-0850,SL,0,0,0,0,
748733,AR-1300,TM-3150,SR,0,0,0,0,
748734,AR-1300,GA-0250,SR,9,1,1,0,
748735,AR-1300,JN-0900,SL,23,1,1,0,
748737,AR-1300,TM-3150,SM,2,1,1,0,
748738,AR-1300,LK-0200,SR,0,0,0,0,
748739,AR-1300,DA-0212,SL,0,0,0,0,
748742,AD-0100,AG-1500,DR,18,1,1,0,
748745,AD-0100,,NL,0,0,0,0,
748748,AR-1300,TM-3150,SR,4,1,1,0,
748752,AR-1300,MB-1800,SM,0,0,0,0,
748755,AD-0100,AG-1500,SM,3,1,0,0,
748757,AD-0100,AG-1500,SM,20,1,1,0,
748760,AD-0100,BL-0100,SR,5,1,1,0,
748762,AD-0100,BL-0100,DL,0,0,0,0,
748767,AR-1300,GA-0250,DR,17,1,1,0,
748768,AR-1300,TM-3150,SM,1,1,0,0,
748769,AR-1300,GA-0250,SM,0,0,0,0,
748770,AR-1300,GA-0250,SR,11,1,1,0,
748771,AR-1300,GA-0250,SL,3,1,0,0,
748772,AR-1300,JN-0900,SR,10,1,1,0,
748773,AR-1300,TM-3150,SL,5,1,1,0,
748774,AR-1300,MB-1800,SL,6,1,1,0,
748775,AR-1300,DA-0212,SL,9,1,1,0,
748776,AR-1300,TM-3150,SL,0,0,0,0,
748779,AR-1300,JN-0900,SR,3,1,1,0,
748785,AD-0100,AG-1500,SM,6,1,0,0,
748786,AD-0100,TK-0850,SR,1,1,0,0,
748788,AR-1300,JN-0900,SL,0,0,0,0,
748789,AR-1300,TM-3150,SR,0,0,0,0,
748790,AR-1300,GA-0250,DL,72,1,1,0,
748795,PR-0300,TW-2875,DL,0,0,0,0,
748796,PR-0300,TB-1060,DL,0,0,0,0,
748798,AS-1600,TK-0150,SR,1,1,0,0,
748800,AS-1600,TH-1750,DR,30,1,1,0,
748808,PR-0300,MG-1150,SL,0,0,0,0,
748810,PR-0300,AG-0500,SR,0,0,0,0,
748811,AS-1600,DT-0850,SR,14,1,1,0,
748814,AS-1600,AW-1650,SM,6,1,1,0,
748819,PR-0300,KA-0650,SM,6,1,1,0,
748822,PR-0300,TW-2875,SR,14,1,1,0,
748824,PR-0300,TB-1060,DR,44,1,1,0,
748833,PR-0300,TB-1060,DL,18,1,1,0,
748835,PR-0300,MG-1150,SR,0,0,0,0,
748836,PR-0300,TW-2875,DL,0,0,0,0,
748844,AS-1600,TH-1750,SL,7,1,1,0,
748846,AS-1600,AW-1650,SL,1,1,0,0,
748849,PR-0300,,NL,0,0,0,0,
748851,PR-0300,AG-0500,SR,14,1,1,0,
748853,PR-0300,KA-0650,SL,10,1,1,0,
748855,PR-0300,TB-1060,SR,8,1,1,0,
748856,PR-0300,DI-0075,SL,2,1,0,0,
748858,PR-0300,TW-2875,DR,0,0,0,0,
748861,PR-0300,TW-2875,SR,1,1,0,0,
748866,AS-1600,TH-1750,SR,17,1,1,0,
748870,AS-1600,CW-1450,SM,3,1,0,0,
748874,PR-0300,KA-0650,SL,0,0,0,0,
748875,PR-0300,KA-0650,SL,17,1,1,0,
748877,PR-0300,KA-0650,SR,17,1,1,0,
748880,PR-0300,TB-1060,DR,0,0,0,0,
748883,AS-1600,TH-1750,SM,0,0,0,0,KT-0650
748885,AS-1600,DR-2225,SR,2,1,0,0,
748886,AS-1600,TH-1750,SL,10,1,0,0,
748889,PR-0300,BO-0150,SM,2,1,0,0,
748890,PR-0300,BO-0150,SR,7,1,0,0,
748891,PR-0300,BO-0150,SR,0,0,0,0,
748893,AS-1600,AS-0900,SR,11,1,1,0,
748895,AS-1600,KH-2850,SM,11,1,1,0,
748902,PR-0300,BO-0150,SL,0,0,0,0,
748906,AS-1600,CC-3950,SR,0,0,0,0,
748907,AS-1600,TH-1750,SR,0,0,0,0,
748909,AS-1600,CW-1450,SR,11,1,0,0,
748912,PR-0300,TW-2875,DM,0,0,0,0,MP-0950
748913,PR-0300,KA-0650,SL,11,1,1,0,
748915,PR-0300,KA-0650,SM,0,0,0,0,JH-5500
748916,PR-0300,AG-0500,SR,0,0,0,0,DS-3162
748918,AS-1600,TH-1750,DL,0,0,0,0,
748920,AS-1600,AW-1650,SL,11,1,1,0,
748922,AS-1600,DR-2225,SL,7,1,1,0,
748925,AS-1600,AW-1650,SR,0,0,0,0,DS-3350
748926,AS-1600,TH-1750,SM,13,1,0,0,
748929,PR-0300,AG-0500,SR,0,0,0,0,JH-5500
748930,PR-0300,AE-0550,SL,6,1,1,0,
